enzyme	SEED_subsystem	SEED_subsystem_functional_category	description	rel_abundance_SRR29355722	reads_SRR29355722	rel_abundance_SRR29355723	reads_SRR29355723	rel_abundance_SRR29355724	reads_SRR29355724	rel_abundance_SRR29355725	reads_SRR29355725	rel_abundance_SRR29355726	reads_SRR29355726	rel_abundance_SRR29355727	reads_SRR29355727	rel_abundance_SRR29355728	reads_SRR29355728	rel_abundance_SRR29355729	reads_SRR29355729	rel_abundance_SRR29355730	reads_SRR29355730	rel_abundance_SRR29355731	reads_SRR29355731	rel_abundance_SRR29355732	reads_SRR29355732	rel_abundance_SRR29355733	reads_SRR29355733	rel_abundance_SRR29355734	reads_SRR29355734	rel_abundance_SRR29355735	reads_SRR29355735	rel_abundance_SRR29355736	reads_SRR29355736	rel_abundance_SRR29355737	reads_SRR29355737	rel_abundance_SRR29355738	reads_SRR29355738	rel_abundance_SRR29355739	reads_SRR29355739	rel_abundance_SRR29355740	reads_SRR29355740	rel_abundance_SRR29355741	reads_SRR29355741	rel_abundance_SRR29355742	reads_SRR29355742	rel_abundance_SRR29355743	reads_SRR29355743	rel_abundance_SRR29355744	reads_SRR29355744	rel_abundance_SRR29355745	reads_SRR29355745	rel_abundance_SRR29355746	reads_SRR29355746	rel_abundance_SRR29355747	reads_SRR29355747	rel_abundance_SRR29355748	reads_SRR29355748	rel_abundance_SRR29355749	reads_SRR29355749	rel_abundance_SRR29355750	reads_SRR29355750	rel_abundance_SRR29355751	reads_SRR29355751	rel_abundance_SRR29355752	reads_SRR29355752	rel_abundance_SRR29355753	reads_SRR29355753
Hypothetical oxidoreductase YqhD (EC 1.1.-.-)	D-gluconate_and_ketogluconates_metabolism	Carbohydrates	Monosaccharides	0	0	0	0	0	0	0.0321612349914237	6	0	0	0	0	0	0	0.0113173381620643	1	0.0084051271275478	2	0	0	0	0	0	0	0	0	0	0	0	0	0.00303444090426339	1	0	0	0.0040763084950269	1	0	0	0.00694203401596668	2	0	0	0	0	0	0	0	0	0.00464403473737984	1	0	0	0	0	0	0	0	0	0.0218447927475288	4	0.00253549695740365	1	0	0
Hypothetical phosphoglucomutase family hydrolase in arabinose utilization cluster	L-Arabinose_utilization	Carbohydrates	Monosaccharides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00253549695740365	1	0	0
Hypothetical protein (associated with DNA helicase - Rad25 homolog)	DNA_Helicase_of_Unknown_Function	DNA Metabolism	DNA replication	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00367782272894447	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hypothetical protein DUF454	Heme,_hemin_uptake_and_utilization_systems_in_GramPositives	""	Iron acquisition and metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0.0159540523292916	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hypothetical protein PvdX	Siderophore_Pyoverdine	Iron acquisition and metabolism	Siderophores	0.0186514967826168	4	0.0126055716626749	2	0.00521131898483506	1	0.00536020583190395	1	0	0	0	0	0	0	0	0	0.0042025635637739	1	0	0	0	0	0	0	0.0146327187591455	1	0	0	0	0	0.0212410863298437	7	0.00460808257683978	1	0.0203815424751345	5	0.00447647611799991	1	0.00694203401596668	2	0.0173280194073817	1	0.00483418737310258	1	0.0197384653343203	4	0	0	0.00464403473737984	1	0	0	0	0	0	0	0	0	0	0	0.00253549695740365	1	0.0066613375965894	1
Hypothetical protein PvdY	Siderophore_Pyoverdine	Iron acquisition and metabolism	Siderophores	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00464900046490005	1	0	0	0	0	0	0	0	0	0	0	0	0
Hypothetical protein USSDB1A	USS-DB-1	""	Clustering-based subsystems	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00921616515367955	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hypothetical protein VC0266 (sugar utilization related?)	VC0266	""	Carbohydrates	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0042025635637739	1	0	0	0	0	0	0	0	0	0.00345960906417575	1	0	0	0	0	0	0	0	0	0	0	0.00694203401596668	2	0	0	0	0	0	0	0	0	0.00928806947475967	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hypothetical protein YaeJ with similarity to translation release factor	Translation_termination_factors_bacterial	Protein Metabolism	Protein biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0344887049491292	2	0	0	0.0146327187591455	1	0	0	0	0	0	0	0	0	0.0040763084950269	1	0	0	0	0	0	0	0	0	0.0246730816679003	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hypothetical protein YggS, proline synthase co-transcribed bacterial homolog PROSC	A_Hypothetical_Protein_Related_to_Proline_Metabolism	Amino Acids and Derivatives	Proline and 4-hydroxyproline	0	0	0.0252111433253498	4	0	0	0.0107204116638079	2	0	0	0	0	0.00531801744309721	1	0	0	0.0084051271275478	2	0.00735564545788893	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0122289254850807	3	0	0	0.00347101700798334	1	0.0173280194073817	1	0	0	0.00986923266716013	2	0	0	0	0	0	0	0	0	0.0267594327000268	1	0	0	0	0	0.00253549695740365	1	0	0
Hypothetical protein distantly related to cytochrome C-type biogenesis protein CcdA	Biogenesis_of_c-type_cytochromes	""	Respiration	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00910332271279017	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hypothetical protein i Rubrerythrin cluster	Rubrerythrin	Stress Response	Oxidative stress	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0042025635637739	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0121377636170536	4	0	0	0.0163052339801076	4	0.0134294283539997	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hypothetical protein in ApbE locus	Na(+)-translocating_NADH-quinone_oxidoreductase_and_rnf-like_group_of_electron_transport_complexes	Respiration	Electron donating reactions	0	0	0	0	0	0	0	0	0.0332594235033259	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hypothetical protein with distant similarity to Ribonuclease E inhibitor RraA (former MenG)	Formaldehyde_assimilation:_Ribulose_monophosphate_pathway	Carbohydrates	One-carbon Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0042025635637739	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.198159943382873	14	0	0	0	0	0	0	0	0	0	0
Hypothetical radical SAM family enzyme, NOT coproporphyrinogen III oxidase, oxygen-independent	Heat_shock_dnaK_gene_cluster_extended	Stress Response	Heat shock	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0113173381620643	1	0.0084051271275478	2	0	0	0	0	0	0	0	0	0	0	0	0	0.0121377636170536	4	0.00921616515367955	2	0	0	0	0	0	0	0.0173280194073817	1	0	0	0.00986923266716013	2	0	0	0.0139321042121395	3	0	0	0	0	0	0	0	0	0.0163835945606466	3	0.0050709939148073	2	0	0
Hypothetical similar to thiamin biosynthesis lipoprotein ApbE	Sex_pheromones_in_Enterococcus_faecalis_and_other_Firmicutes	""	Regulation and Cell signaling	0	0	0.0252111433253498	4	0	0	0	0	0	0	0	0	0.00531801744309721	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00464900046490005	1	0	0	0	0	0	0	0	0	0	0	0	0
Hypothetical sugar kinase in cluster with indigoidine synthase indA , PfkB family of kinases	CBSS-176299.3.peg.235	Clustering-based subsystems	Pigment biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0040763084950269	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hypothetical sugar kinase in cluster with indigoidine synthase indA , PfkB family of kinases	Pseudouridine_Metabolism	""	Nucleosides and Nucleotides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00253549695740365	1	0	0
Hypothetical transcriptional regulator YqhC	D-gluconate_and_ketogluconates_metabolism	Carbohydrates	Monosaccharides	0	0	0	0	0	0	0.0107204116638079	2	0	0	0	0	0	0	0	0	0.0126076906913217	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00925925925925926	1	0	0	0.00253549695740365	1	0	0
Hypothetical transmembrane protein coupled to NADH-ubiquinone oxidoreductase chain 5 homolog	CO2_uptake,_carboxysome	Carbohydrates	CO2 fixation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00815261699005381	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hypothetical transmembrane protein coupled to NADH-ubiquinone oxidoreductase chain 5 homolog	Respiratory_Complex_I	Respiration	Electron donating reactions	0	0	0	0	0	0	0.0160806174957118	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00464900046490005	1	0	0	0	0	0	0	0	0	0.0050709939148073	2	0	0
Hypoxanthine-guanine phosphoribosyltransferase (EC 2.4.2.8)	Purine_conversions	Nucleosides and Nucleotides	Purines	0	0	0.00630278583133745	1	0	0	0.0214408233276158	4	0.0110864745011087	1	0.029708853238265	1	0	0	0.124490719782707	11	0.0336205085101912	8	0.0331004045605002	9	0	0	0	0	0.0731635937957273	5	0	0	0	0	0.0303444090426339	10	0	0	0.00815261699005381	2	0	0	0	0	0.0346560388147635	2	0.00483418737310258	1	0.00986923266716013	2	0	0	0.0185761389495193	4	0	0	0	0	0	0	0	0	0	0	0.00760649087221095	3	0	0
IMP cyclohydrolase (EC 3.5.4.10)	De_Novo_Purine_Biosynthesis	Nucleosides and Nucleotides	Purines	0	0	0.00630278583133745	1	0	0	0.00536020583190395	1	0	0	0.029708853238265	1	0.00531801744309721	1	0	0	0.0084051271275478	2	0	0	0	0	0	0	0	0	0	0	0	0	0.00303444090426339	1	0.00921616515367955	2	0.0040763084950269	1	0.00895295223599982	2	0.00347101700798334	1	0.0173280194073817	1	0	0	0.00493461633358006	1	0.00676086809546346	1	0	0	0	0	0	0	0	0	0.0185185185185185	2	0.0054611981868822	1	0.0050709939148073	2	0.0066613375965894	1
ISPsy4, transposase	CBSS-203122.12.peg.188	Phages, Prophages, Transposable elements, Plasmids	Transposable elements	0	0	0	0	0	0	0	0	0.133037694013304	12	0	0	0	0	0	0	0.0084051271275478	2	0	0	0	0	0	0	0	0	0	0	0	0	0.00303444090426339	1	0	0	0.0203815424751345	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ISPsy4, transposition helper protein	CBSS-203122.12.peg.188	Phages, Prophages, Transposable elements, Plasmids	Transposable elements	0	0	0	0	0	0	0.0107204116638079	2	0	0	0	0	0	0	0	0	0.0168102542550956	4	0	0	0	0	0	0	0	0	0	0	0	0	0.00606888180852678	2	0.00921616515367955	2	0.0366867764552421	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00925925925925926	1	0	0	0.00253549695740365	1	0	0
IcmB (DotO) protein	Dot-Icm_type_IV_secretion_system	Membrane Transport	Protein and nucleoprotein secretion system, Type IV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0151722045213169	5	0.0138242477305193	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IcmC (DotE) protein	Dot-Icm_type_IV_secretion_system	Membrane Transport	Protein and nucleoprotein secretion system, Type IV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0267594327000268	1	0	0	0	0	0	0	0	0
IcmD (DotP) protein	Dot-Icm_type_IV_secretion_system	Membrane Transport	Protein and nucleoprotein secretion system, Type IV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00606888180852678	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IcmE (DotG) protein	Dot-Icm_type_IV_secretion_system	Membrane Transport	Protein and nucleoprotein secretion system, Type IV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00367782272894447	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IcmF-related protein	Type_VI_secretion_systems	Membrane Transport	Protein secretion system, Type VI	0.0046628741956542	1	0	0	0	0	0	0	0	0	0	0	0.0265900872154861	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0050709939148073	2	0	0
IcmJ (DotN) protein	Dot-Icm_type_IV_secretion_system	Membrane Transport	Protein and nucleoprotein secretion system, Type IV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00303444090426339	1	0	0	0	0	0	0	0	0	0	0	0	0	0.00493461633358006	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IcmO (DotL) protein	Dot-Icm_type_IV_secretion_system	Membrane Transport	Protein and nucleoprotein secretion system, Type IV	0	0	0	0	0	0	0	0	0	0	0.029708853238265	1	0	0	0	0	0.0084051271275478	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0163835945606466	3	0	0	0	0
IcmP (DotM) protein	Dot-Icm_type_IV_secretion_system	Membrane Transport	Protein and nucleoprotein secretion system, Type IV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0042025635637739	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IcmT protein	Dot-Icm_type_IV_secretion_system	Membrane Transport	Protein and nucleoprotein secretion system, Type IV	0	0	0	0	0.00521131898483506	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Imidazole glycerol phosphate synthase amidotransferase subunit (EC 2.4.2.-)	Histidine_Biosynthesis	Amino Acids and Derivatives	Histidine Metabolism	0	0	0	0	0	0	0.0482418524871355	9	0.0221729490022173	2	0	0	0.0265900872154861	5	0.0452693526482571	4	0.0042025635637739	1	0	0	0.0344887049491292	2	0	0	0.0292654375182909	2	0	0	0	0	0.0394477317554241	13	0	0	0.040763084950269	10	0	0	0.01041305102395	3	0	0	0	0	0	0	0.00676086809546346	1	0	0	0	0	0	0	0	0	0.0462962962962963	5	0	0	0	0	0	0
Imidazole glycerol phosphate synthase cyclase subunit (EC 4.1.3.-)	Histidine_Biosynthesis	Amino Acids and Derivatives	Histidine Metabolism	0	0	0	0	0.00521131898483506	1	0.0375214408233276	7	0	0	0	0	0	0	0.0226346763241286	2	0	0	0	0	0	0	0	0	0	0	0.0069192181283515	2	0	0	0	0	0.00460808257683978	1	0.0285341594651883	7	0.00447647611799991	1	0.00347101700798334	1	0.0173280194073817	1	0	0	0	0	0	0	0.0325082431616589	7	0	0	0	0	0	0	0.0185185185185185	2	0	0	0.0050709939148073	2	0.0066613375965894	1
Imidazoleglycerol-phosphate dehydratase (EC 4.2.1.19)	Histidine_Biosynthesis	Amino Acids and Derivatives	Histidine Metabolism	0	0	0	0	0.00521131898483506	1	0.0536020583190395	10	0.0443458980044346	4	0.029708853238265	1	0	0	0.0113173381620643	1	0.0168102542550956	4	0.00367782272894447	1	0	0	0.0562113546936481	2	0	0	0.0069192181283515	2	0	0	0.00910332271279017	3	0	0	0.0203815424751345	5	0	0	0.00694203401596668	2	0.0346560388147635	2	0	0	0.00986923266716013	2	0.0135217361909269	2	0.00928806947475967	2	0.00929800092980009	2	0.0141542816702052	1	0	0	0	0	0	0	0.0126774847870183	5	0	0
Imidazolonepropionase (EC 3.5.2.7)	Histidine_Degradation	Amino Acids and Derivatives	Histidine Metabolism	0	0	0.0252111433253498	4	0	0	0.0589622641509434	11	0.0110864745011087	1	0	0	0.00531801744309721	1	0	0	0.0042025635637739	1	0	0	0.0172443524745646	1	0	0	0	0	0	0	0	0	0.0242755272341071	8	0	0	0.00815261699005381	2	0.00447647611799991	1	0	0	0	0	0	0	0.0246730816679003	5	0	0	0.0417963126364185	9	0	0	0	0	0	0	0	0	0	0	0.0278904665314402	11	0	0
Inactive homolog of metal-dependent proteases, putative molecular chaperone	YjeE	""	Cell Wall and Capsule	0	0	0	0	0	0	0.0482418524871355	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0281056773468241	1	0.0585308750365818	4	0	0	0.0209380234505863	1	0.00910332271279017	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0050709939148073	2	0	0
IncF plasmid conjugative transfer pilus assembly protein TraB	Type_4_secretion_and_conjugative_transfer	Virulence	Type III, Type IV, Type VI, ESAT secretion systems	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0218447927475288	4	0	0	0	0
IncF plasmid conjugative transfer pilus assembly protein TraC	Type_4_secretion_and_conjugative_transfer	Virulence	Type III, Type IV, Type VI, ESAT secretion systems	0	0	0	0	0	0	0.0321612349914237	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00493461633358006	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00253549695740365	1	0	0
IncF plasmid conjugative transfer pilus assembly protein TraW	Type_4_secretion_and_conjugative_transfer	Virulence	Type III, Type IV, Type VI, ESAT secretion systems	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00760649087221095	3	0	0
IncF plasmid conjugative transfer protein TraD	Type_4_secretion_and_conjugative_transfer	Virulence	Type III, Type IV, Type VI, ESAT secretion systems	0	0	0	0	0	0	0.0160806174957118	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0489157019403228	12	0	0	0	0	0	0	0	0	0	0	0	0	0.00464403473737984	1	0	0	0	0	0.0535188654000535	2	0	0	0	0	0	0	0	0
IncF plasmid conjugative transfer protein TraG	Type_4_secretion_and_conjugative_transfer	Virulence	Type III, Type IV, Type VI, ESAT secretion systems	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00347101700798334	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IncF plasmid conjugative transfer protein TraN	Type_4_secretion_and_conjugative_transfer	Virulence	Type III, Type IV, Type VI, ESAT secretion systems	0	0	0	0	0	0	0.0107204116638079	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0366867764552421	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00253549695740365	1	0	0
IncF plasmid conjugative transfer protein TrbC	Type_4_secretion_and_conjugative_transfer	Virulence	Type III, Type IV, Type VI, ESAT secretion systems	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0040763084950269	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IncI1 plasmid conjugative transfer lipoprotein PilN	Type_4_conjugative_transfer_system,_IncI1_type	Membrane Transport	Protein and nucleoprotein secretion system, Type IV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0277777777777778	3	0	0	0	0	0	0
IncQ plasmid conjugative transfer DNA primase TraO (pTi TraA homolog)	Type_4_secretion_and_conjugative_transfer	Virulence	Type III, Type IV, Type VI, ESAT secretion systems	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00606888180852678	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0185185185185185	2	0	0	0	0	0	0
IncQ plasmid conjugative transfer protein TraB	Type_4_secretion_and_conjugative_transfer	Virulence	Type III, Type IV, Type VI, ESAT secretion systems	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0122289254850807	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IncW plasmid conjugative protein TrwB (TraD homolog)	Type_4_secretion_and_conjugative_transfer	Virulence	Type III, Type IV, Type VI, ESAT secretion systems	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0040763084950269	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IncW plasmid conjugative relaxase protein TrwC (TraI homolog)	Type_4_secretion_and_conjugative_transfer	Virulence	Type III, Type IV, Type VI, ESAT secretion systems	0	0	0	0	0	0	0.00536020583190395	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00815261699005381	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Indigoidine synthase A-like protein, uncharacterized enzyme involved in pigment biosynthesis	Pseudouridine_Metabolism	""	Nucleosides and Nucleotides	0	0	0	0	0	0	0.00536020583190395	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Indole-3-glycerol phosphate synthase (EC 4.1.1.48)	Tryptophan_synthesis	Amino Acids and Derivatives	Aromatic amino acids and derivatives	0	0	0.0189083574940124	3	0	0	0	0	0	0	0	0	0	0	0.0226346763241286	2	0.0042025635637739	1	0	0	0	0	0	0	0.0146327187591455	1	0	0	0	0	0.00606888180852678	2	0.00460808257683978	1	0.0163052339801076	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00253549695740365	1	0	0
Indoleacetamide hydrolase (EC 3.5.1.-)	Aromatic_amino_acid_degradation	Amino Acids and Derivatives	Aromatic amino acids and derivatives	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0110334681868334	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Indoleamine 2,3-dioxygenase (EC 1.13.11.52)	NAD_and_NADP_cofactor_biosynthesis_global	Cofactors, Vitamins, Prosthetic Groups, Pigments	NAD and NADP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0054611981868822	1	0	0	0	0
Indolepyruvate ferredoxin oxidoreductase, alpha and beta subunits	Aromatic_amino_acid_interconversions_with_aryl_acids	Amino Acids and Derivatives	Aromatic amino acids and derivatives	0	0	0	0	0	0	0.0160806174957118	3	0	0	0	0	0	0	0	0	0.0084051271275478	2	0	0	0	0	0	0	0	0	0	0	0	0	0.00303444090426339	1	0	0	0.0448393934452959	11	0	0	0.00347101700798334	1	0	0	0	0	0	0	0	0	0	0	0.00464900046490005	1	0	0	0	0	0	0	0	0	0	0	0	0
Indolepyruvate oxidoreductase subunit IorA (EC 1.2.7.8)	Aromatic_amino_acid_interconversions_with_aryl_acids	Amino Acids and Derivatives	Aromatic amino acids and derivatives	0	0	0	0	0	0	0	0	0	0	0	0	0.0159540523292916	3	0	0	0.0042025635637739	1	0	0	0	0	0.0562113546936481	2	0	0	0	0	0	0	0.00303444090426339	1	0	0	0.0122289254850807	3	0	0	0.0277681360638667	8	0.0173280194073817	1	0.00483418737310258	1	0.0197384653343203	4	0	0	0.00928806947475967	2	0.0232450023245002	5	0.0283085633404105	2	0	0	0.00925925925925926	1	0	0	0	0	0	0
Indolepyruvate oxidoreductase subunit IorB (EC 1.2.7.8)	Aromatic_amino_acid_interconversions_with_aryl_acids	Amino Acids and Derivatives	Aromatic amino acids and derivatives	0	0	0	0	0	0	0	0	0.0110864745011087	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00303444090426339	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00928806947475967	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
