enzyme	SEED_subsystem	SEED_subsystem_functional_category	description	SRR29355722	SRR29355723	SRR29355724	SRR29355725	SRR29355726	SRR29355727	SRR29355728	SRR29355729	SRR29355730	SRR29355731	SRR29355732	SRR29355733	SRR29355734	SRR29355735	SRR29355736	SRR29355737	SRR29355738	SRR29355739	SRR29355740	SRR29355741	SRR29355742	SRR29355743	SRR29355744	SRR29355745	SRR29355746	SRR29355747	SRR29355748	SRR29355749	SRR29355750	SRR29355751	SRR29355752	SRR29355753
NADH-ubiquinone oxidoreductase chain L (EC 1.6.5.3)	Respiratory_Complex_I	Respiration	Electron donating reactions	5	10	0	36	4	4	6	0	33	28	3	1	5	0	22	40	11	16	3	21	4	4	19	9	19	17	0	3	0	6	67	6
NADH-ubiquinone oxidoreductase chain M (EC 1.6.5.3)	Respiratory_Complex_I	Respiration	Electron donating reactions	0	15	3	39	2	3	0	0	18	19	7	0	3	0	0	14	7	16	1	14	0	2	8	3	7	8	1	1	6	0	31	7
NADH-ubiquinone oxidoreductase chain N (EC 1.6.5.3)	Respiratory_Complex_I	Respiration	Electron donating reactions	3	0	7	0	1	0	0	0	9	2	3	2	0	0	2	9	1	3	0	9	1	3	10	2	12	7	1	1	2	1	11	2
NADH:ubiquinone oxidoreductase 17.2 kD subunit	Respiratory_Complex_I	Respiration	Electron donating reactions	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NADP-dependent malic enzyme (EC 1.1.1.40)	Pyruvate_metabolism_I:_anaplerotic_reactions,_PEP	Carbohydrates	Central carbohydrate metabolism	0	0	2	11	5	4	8	3	2	5	3	0	1	1	0	5	0	26	1	2	0	2	13	3	10	6	0	2	4	3	14	2
NADP-reducing hydrogenase, subunit A	Hydrogenases	Respiration	Electron donating reactions	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NADP-reducing hydrogenase, subunit B	Hydrogenases	Respiration	Electron donating reactions	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	15	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0
NADP-reducing hydrogenase, subunit C	Hydrogenases	Respiration	Electron donating reactions	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NADP-specific glutamate dehydrogenase (EC 1.4.1.4)	Glutamine,_Glutamate,_Aspartate_and_Asparagine_Biosynthesis	Amino Acids and Derivatives	Glutamine, glutamate, aspartate, asparagine; ammonia assimilation	3	0	1	0	13	3	1	3	18	43	6	5	0	3	8	22	8	8	6	5	1	2	38	4	21	20	7	1	0	4	21	1
NADPH dependent preQ0 reductase	Queuosine-Archaeosine_Biosynthesis	RNA Metabolism	RNA processing and modification	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	1	0	0	1	0	0	0	0	3	0	0
NADPH-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.13)	Calvin-Benson_cycle	Carbohydrates	CO2 fixation	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NADPH-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.13)	Glycolysis_and_Gluconeogenesis	Carbohydrates	Central carbohydrate metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NADPH-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.13)	Redox-dependent_regulation_of_nucleus_processes	Stress Response	Oxidative stress	0	2	0	8	0	0	1	0	0	1	2	0	0	0	0	0	0	5	0	5	0	1	0	0	3	6	0	0	5	2	7	0
NADPH-dependent methylglyoxal reductase (D-lactaldehyde dehydrogenase)	Methylglyoxal_Metabolism	Carbohydrates	Central carbohydrate metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
NADPH-dependent mycothiol reductase Mtr	Glutathione_analogs:_mycothiol	Stress Response	Oxidative stress	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NG,NG-dimethylarginine dimethylaminohydrolase 1 (EC 3.5.3.18)	Dimethylarginine_metabolism	""	Stress Response	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	3	0	0	0	0	0	0	0
NLP/P60 family protein	CBSS-393121.3.peg.2760	Clustering-based subsystems	Protein export?	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0
NMN phosphatase (EC 3.1.3.5)	NAD_and_NADP_cofactor_biosynthesis_global	Cofactors, Vitamins, Prosthetic Groups, Pigments	NAD and NADP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
NO HIERARCHY	""	""	""	198	737	204	1546	641	200	613	457	900	1295	463	114	268	77	135	1400	252	1852	365	1139	163	226	1445	297	2137	888	347	151	278	369	1753	220
NPQTN specific sortase B	Heme,_hemin_uptake_and_utilization_systems_in_GramPositives	""	Iron acquisition and metabolism	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Na(+) H(+) antiporter subunit A	Sodium_Hydrogen_Antiporter	Membrane Transport	Uni- Sym- and Antiporters	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	2
Na(+) H(+) antiporter subunit A (TC 2.A.63.1.3)	Sodium_Hydrogen_Antiporter	Membrane Transport	Uni- Sym- and Antiporters	0	0	0	10	0	1	0	0	0	1	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Na(+) H(+) antiporter subunit B	Sodium_Hydrogen_Antiporter	Membrane Transport	Uni- Sym- and Antiporters	0	0	1	3	0	0	0	0	0	0	0	0	0	0	5	3	0	5	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Na(+) H(+) antiporter subunit C	Sodium_Hydrogen_Antiporter	Membrane Transport	Uni- Sym- and Antiporters	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0
Na(+) H(+) antiporter subunit D	Sodium_Hydrogen_Antiporter	Membrane Transport	Uni- Sym- and Antiporters	0	4	0	0	0	0	0	5	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	4	0	0	1	3	1
Na(+) H(+) antiporter subunit E	Sodium_Hydrogen_Antiporter	Membrane Transport	Uni- Sym- and Antiporters	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	1	0
Na(+) H(+) antiporter subunit F	Sodium_Hydrogen_Antiporter	Membrane Transport	Uni- Sym- and Antiporters	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Na(+) H(+) antiporter subunit G	Sodium_Hydrogen_Antiporter	Membrane Transport	Uni- Sym- and Antiporters	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	2	0
Na(+)-translocating NADH-quinone reductase subunit A (EC 1.6.5.-)	Na(+)-translocating_NADH-quinone_oxidoreductase_and_rnf-like_group_of_electron_transport_complexes	Respiration	Electron donating reactions	0	0	0	13	1	0	2	1	4	0	0	0	0	0	0	7	0	3	0	9	3	0	5	1	8	4	0	1	0	0	5	0
Na(+)-translocating NADH-quinone reductase subunit B (EC 1.6.5.-)	Na(+)-translocating_NADH-quinone_oxidoreductase_and_rnf-like_group_of_electron_transport_complexes	Respiration	Electron donating reactions	0	0	2	1	0	0	0	0	1	1	0	0	0	0	0	6	6	0	0	0	0	2	0	4	8	0	1	0	0	0	6	2
Na(+)-translocating NADH-quinone reductase subunit C (EC 1.6.5.-)	Na(+)-translocating_NADH-quinone_oxidoreductase_and_rnf-like_group_of_electron_transport_complexes	Respiration	Electron donating reactions	1	0	0	4	3	0	0	12	2	3	1	0	0	0	0	4	0	7	0	3	0	0	7	2	10	0	0	0	0	0	5	1
Na(+)-translocating NADH-quinone reductase subunit D (EC 1.6.5.-)	Na(+)-translocating_NADH-quinone_oxidoreductase_and_rnf-like_group_of_electron_transport_complexes	Respiration	Electron donating reactions	0	0	0	3	3	0	0	0	0	0	1	0	0	0	0	0	3	3	0	0	1	0	0	2	0	2	0	0	0	0	5	0
Na(+)-translocating NADH-quinone reductase subunit E (EC 1.6.5.-)	Na(+)-translocating_NADH-quinone_oxidoreductase_and_rnf-like_group_of_electron_transport_complexes	Respiration	Electron donating reactions	0	0	0	3	4	1	0	2	1	0	2	0	0	0	1	5	3	0	0	5	0	1	0	1	2	1	0	0	0	0	4	0
Na(+)-translocating NADH-quinone reductase subunit F (EC 1.6.5.-)	Na(+)-translocating_NADH-quinone_oxidoreductase_and_rnf-like_group_of_electron_transport_complexes	Respiration	Electron donating reactions	0	1	3	19	10	0	0	2	4	5	0	0	1	0	0	9	7	5	1	2	2	0	1	2	0	17	5	0	0	0	3	1
Na+/H+ antiporter NhaA type	Na(+)_H(+)_antiporter	Membrane Transport	Uni- Sym- and Antiporters	0	0	0	3	1	1	0	1	3	0	0	0	0	0	1	1	0	2	0	3	4	0	0	0	3	1	0	1	0	0	4	0
Na+/H+ antiporter NhaD type	Na(+)_H(+)_antiporter	Membrane Transport	Uni- Sym- and Antiporters	0	0	2	13	0	1	1	0	2	3	0	0	0	0	1	9	1	17	0	3	1	0	0	1	0	2	0	0	0	0	6	0
Na/Pi cotransporter II-related protein	Phosphate_metabolism	""	Phosphorus Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Naphthoate synthase (EC 4.1.3.36)	Menaquinone_and_Phylloquinone_Biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Quinone cofactors	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	1	1	4	1	0	0	0	0	0	0	0	0	0	0	4	1	0
Negative regulator of beta-lactamase expression	Beta-lactamase	Virulence, Disease and Defense	Resistance to antibiotics and toxic compounds	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Negative regulator of flagellin synthesis	Flagellum	Motility and Chemotaxis	Flagellar motility in Prokaryota	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Negative regulator of flagellin synthesis FlgM	Flagellum	Motility and Chemotaxis	Flagellar motility in Prokaryota	0	8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Negative regulator of genetic competence MecA	Gram_Positive_Competence	DNA Metabolism	DNA uptake, competence	1	0	0	0	0	0	0	0	0	19	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Neopullulanase (EC 3.2.1.135)	Maltose_and_Maltodextrin_Utilization	Carbohydrates	Di- and oligosaccharides	0	0	0	0	0	1	0	5	1	0	1	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	4	0
Ni,Fe-hydrogenase I cytochrome b subunit	Hydrogenases	Respiration	Electron donating reactions	0	2	0	1	1	0	4	2	2	2	0	0	0	0	0	1	0	12	0	1	0	0	1	0	1	0	0	0	0	0	5	0
Ni,Fe-hydrogenase III large subunit	Hydrogenases	Respiration	Electron donating reactions	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ni/Fe-hydrogenase 2 B-type cytochrome subunit	Hydrogenases	Respiration	Electron donating reactions	0	0	0	0	0	0	3	0	1	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Niacin transporter NiaP	NAD_and_NADP_cofactor_biosynthesis_global	Cofactors, Vitamins, Prosthetic Groups, Pigments	NAD and NADP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Nicel/Cobalt-specific TonB-dependent outer membrane receptor	Transport_of_Nickel_and_Cobalt	""	Membrane Transport	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Nickel ABC transporter, periplasmic nickel-binding protein NikA (TC 3.A.1.5.3)	Transport_of_Nickel_and_Cobalt	""	Membrane Transport	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Nickel responsive regulator NikR	Transport_of_Nickel_and_Cobalt	""	Membrane Transport	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Nickel transport ATP-binding protein NikE (TC 3.A.1.5.3)	Transport_of_Nickel_and_Cobalt	""	Membrane Transport	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Nicotinamidase (EC 3.5.1.19)	NAD_and_NADP_cofactor_biosynthesis_global	Cofactors, Vitamins, Prosthetic Groups, Pigments	NAD and NADP	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nicotinamidase (EC 3.5.1.19)	Redox-dependent_regulation_of_nucleus_processes	Stress Response	Oxidative stress	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	1	0	0	0	0	3	0	0	1	0	0	0	0	1	0
Nicotinamidase family protein YcaC	NAD_and_NADP_cofactor_biosynthesis_global	Cofactors, Vitamins, Prosthetic Groups, Pigments	NAD and NADP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	3	2	0
Nicotinamide phosphoribosyltransferase (EC 2.4.2.12)	NAD_and_NADP_cofactor_biosynthesis_global	Cofactors, Vitamins, Prosthetic Groups, Pigments	NAD and NADP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1
Nicotinamide-nucleotide adenylyltransferase (EC 2.7.7.1), eukaryotic PNAT family	NAD_and_NADP_cofactor_biosynthesis_global	Cofactors, Vitamins, Prosthetic Groups, Pigments	NAD and NADP	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nicotinamide-nucleotide adenylyltransferase, NadM family (EC 2.7.7.1)	NAD_and_NADP_cofactor_biosynthesis_global	Cofactors, Vitamins, Prosthetic Groups, Pigments	NAD and NADP	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	1	0	6	0	1	0	0	0	0
Nicotinate phosphoribosyltransferase (EC 2.4.2.11)	NAD_and_NADP_cofactor_biosynthesis_global	Cofactors, Vitamins, Prosthetic Groups, Pigments	NAD and NADP	0	0	0	0	6	0	0	0	0	5	1	1	0	0	0	6	0	8	0	0	0	0	0	0	0	0	0	1	0	0	5	0
Nicotinate phosphoribosyltransferase (EC 2.4.2.11)	Redox-dependent_regulation_of_nucleus_processes	Stress Response	Oxidative stress	1	0	0	3	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
Nicotinate-nucleotide adenylyltransferase (EC 2.7.7.18)	Iojap	Miscellaneous	Plant-Prokaryote DOE project	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nicotinate-nucleotide adenylyltransferase (EC 2.7.7.18)	NAD_and_NADP_cofactor_biosynthesis_global	Cofactors, Vitamins, Prosthetic Groups, Pigments	NAD and NADP	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0
Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase (EC 2.4.2.21)	Cobalamin_synthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase (EC 2.4.2.21)	Coenzyme_B12_biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	2	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0
NifT protein	Nitrogen_fixation	""	Nitrogen Metabolism	3	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NifX-associated protein	Nitrogen_fixation	""	Nitrogen Metabolism	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NifZ protein	Nitrogen_fixation	""	Nitrogen Metabolism	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nitrate ABC transporter, ATP-binding protein	Nitrate_and_nitrite_ammonification	""	Nitrogen Metabolism	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0
Nitrate ABC transporter, nitrate-binding protein	Nitrate_and_nitrite_ammonification	""	Nitrogen Metabolism	0	3	0	17	0	1	1	1	0	1	3	0	0	0	5	4	0	1	0	0	0	0	0	0	0	0	0	0	0	5	4	0
Nitrate ABC transporter, permease protein	Nitrate_and_nitrite_ammonification	""	Nitrogen Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Nitrate reductase cytochrome c550-type subunit	Nitrate_and_nitrite_ammonification	""	Nitrogen Metabolism	0	4	0	0	0	0	0	0	1	4	3	0	0	0	0	2	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0
Nitrate/TMAO reductases, membrane-bound tetraheme cytochrome c subunit	trimethylamine_N-oxide_(TMAO)_reductase	Respiration	Electron accepting reactions	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nitrate/nitrite response regulator protein	Nitrate_and_nitrite_ammonification	""	Nitrogen Metabolism	0	8	0	4	0	0	1	0	1	0	0	0	0	0	0	1	0	13	14	0	0	0	0	0	0	0	0	1	0	0	0	0
Nitrate/nitrite sensor protein (EC 2.7.3.-)	Nitrate_and_nitrite_ammonification	""	Nitrogen Metabolism	0	4	1	7	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Nitrate/nitrite transporter	Nitrate_and_nitrite_ammonification	""	Nitrogen Metabolism	0	0	2	15	0	0	1	0	1	0	0	2	1	0	0	5	1	16	1	4	0	1	1	0	2	0	0	0	2	8	6	0
Nitric oxide -responding transcriptional regulator Dnr (Crp/Fnr family)	Denitrification	""	Nitrogen Metabolism	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Nitric oxide reductase FlRd-NAD(+) reductase (EC 1.18.1.-)	Nitrosative_stress	""	Nitrogen Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nitric oxide reductase activation protein NorD	Denitrification	""	Nitrogen Metabolism	0	0	0	0	0	1	2	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nitric oxide reductase activation protein NorE	Denitrification	""	Nitrogen Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Nitric oxide reductase activation protein NorQ	Denitrification	""	Nitrogen Metabolism	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	5	0	0	1	1	0	0	0	0	0	0	0	0	0	0
Nitric oxide-dependent regulator DnrN or NorA	Nitrosative_stress	""	Nitrogen Metabolism	2	0	2	0	0	0	4	0	1	2	2	0	0	0	54	10	2	2	1	7	0	0	15	1	2	0	3	1	8	0	5	0
Nitric-oxide reductase (EC 1.7.99.7), quinol-dependent	Denitrification	""	Nitrogen Metabolism	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	4	0	0	0	0	0	0	1	0	0
Nitric-oxide reductase (EC 1.7.99.7), quinol-dependent	Nitrosative_stress	""	Nitrogen Metabolism	0	0	0	0	1	0	0	0	2	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Nitric-oxide reductase subunit B (EC 1.7.99.7)	Denitrification	""	Nitrogen Metabolism	2	13	0	1	5	0	5	0	4	26	0	0	0	0	10	5	1	19	8	19	16	4	0	0	199	2	0	1	0	1	15	1
Nitric-oxide reductase subunit C (EC 1.7.99.7)	Denitrification	""	Nitrogen Metabolism	1	12	0	0	3	0	0	8	2	6	2	0	0	0	0	1	0	0	1	10	1	1	1	0	32	2	0	0	0	0	8	1
Nitrilase 1 (EC 3.5.5.1)	Auxin_biosynthesis	Secondary Metabolism	Plant Hormones	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nitrilase 2 (EC 3.5.5.1)	Auxin_biosynthesis	Secondary Metabolism	Plant Hormones	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nitrilotriacetate monooxygenase component B (EC 1.14.13.-)	Aromatic_Amin_Catabolism	""	Metabolism of Aromatic Compounds	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Nitrite reductase [NAD(P)H] large subunit (EC 1.7.1.4)	Nitrate_and_nitrite_ammonification	""	Nitrogen Metabolism	0	10	6	26	0	0	1	0	1	1	0	0	0	0	0	4	0	13	0	0	2	0	0	2	1	0	0	0	5	1	6	0
Nitrite reductase [NAD(P)H] small subunit (EC 1.7.1.4)	Nitrate_and_nitrite_ammonification	""	Nitrogen Metabolism	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	1	0	0	0	0	0	2	0
Nitrite reductase accessory protein NirV	Denitrification	""	Nitrogen Metabolism	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	1
Nitrite reductase associated c-type cytochorome NirN	Dissimilatory_nitrite_reductase	""	Nitrogen Metabolism	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	6	0	2	0	0	0	0	2	1	0	0	0	0	0	0
Nitrite reductase probable [NAD(P)H] subunit (EC 1.7.1.4)	Nitrate_and_nitrite_ammonification	""	Nitrogen Metabolism	0	0	1	0	1	0	0	0	0	3	0	0	0	0	0	5	0	2	0	4	0	0	1	0	0	1	0	0	0	0	0	0
Nitrite transporter from formate/nitrite family	Nitrate_and_nitrite_ammonification	""	Nitrogen Metabolism	0	0	1	38	0	0	2	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2	2	0
Nitrite-sensitive transcriptional repressor NsrR	Oxidative_stress	Stress Response	Oxidative stress	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0
Nitrogen regulation protein NR(I)	Ammonia_assimilation	""	Nitrogen Metabolism	1	0	8	7	0	0	6	3	2	0	0	0	0	0	0	2	1	11	0	1	0	0	0	0	0	3	0	0	0	0	3	0
Nitrogen regulation protein NR(II) (EC 2.7.3.-)	Ammonia_assimilation	""	Nitrogen Metabolism	0	0	0	11	0	0	0	0	1	0	0	2	0	1	0	0	1	2	0	0	0	0	0	0	1	0	0	1	0	0	2	0
Nitrogen regulatory protein P-II	Ammonia_assimilation	""	Nitrogen Metabolism	0	12	5	99	0	0	9	1	4	1	0	0	2	0	5	5	1	12	0	4	1	0	3	0	1	0	0	2	1	6	4	0
Nitrogenase (iron-iron) transcriptional regulator	Nitrogen_fixation	""	Nitrogen Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nitrogenase (molybdenum-iron) alpha chain (EC 1.18.6.1)	Nitrogen_fixation	""	Nitrogen Metabolism	2	0	4	3	0	0	13	0	1	0	1	0	4	4	4	0	0	6	0	0	0	0	1	1	0	0	0	0	0	11	1	0
Nitrogenase (molybdenum-iron) beta chain (EC 1.18.6.1)	Nitrogen_fixation	""	Nitrogen Metabolism	8	0	0	8	0	0	11	0	0	0	0	0	14	9	1	2	0	4	0	2	2	0	0	0	0	0	0	0	0	5	0	0
Nitrogenase (molybdenum-iron) reductase and maturation protein NifH	Nitrogen_fixation	""	Nitrogen Metabolism	6	0	1	3	0	0	6	0	1	0	0	0	3	4	6	3	0	10	0	1	0	0	1	0	0	0	0	0	0	3	0	0
Nitrogenase (molybdenum-iron)-specific transcriptional regulator NifA	Nitrogen_fixation	""	Nitrogen Metabolism	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	2	0	0	2	0	0	0
Nitrogenase FeMo-cofactor scaffold and assembly protein NifE	Nitrogen_fixation	""	Nitrogen Metabolism	2	0	0	0	0	0	0	0	2	0	1	4	3	2	0	7	1	0	0	8	0	0	0	0	2	0	4	2	0	0	1	0
Nitrogenase FeMo-cofactor scaffold and assembly protein NifN	Nitrogen_fixation	""	Nitrogen Metabolism	0	0	0	0	0	0	3	0	1	0	1	0	0	0	5	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0
Nitrogenase FeMo-cofactor synthesis FeS core scaffold and assembly protein NifB	Nitrogen_fixation	""	Nitrogen Metabolism	0	0	0	4	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	2	0	0	0	0	1	0	1	1	0	0	1	0
Nitrogenase FeMo-cofactor synthesis molybdenum delivery protein NifQ	Nitrogen_fixation	""	Nitrogen Metabolism	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nitrogenase cofactor carrier protein NafY	Nitrogen_fixation	""	Nitrogen Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nitrogenase stabilizing/protective protein NifW	Nitrogen_fixation	""	Nitrogen Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nitrogenase vanadium-cofactor synthesis protein VnfE	Nitrogen_fixation	""	Nitrogen Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nitrogenase-associated protein NifO	Nitrogen_fixation	""	Nitrogen Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
